 &plot nbnd= 120, nks=   160 /
            0.000000  0.000000  0.076254
  -30.047  -30.047  -30.047  -30.047  -30.047  -30.047  -30.036  -30.036  -30.036  -30.036
  -30.036  -30.036  -30.021  -30.021  -30.021  -30.021  -30.021  -30.021  -30.012  -30.012
  -30.012  -30.012  -30.012  -30.012  -28.590  -28.590  -28.590  -28.590  -28.590  -28.590
  -28.579  -28.579  -28.579  -28.579  -28.579  -28.579  -28.568  -28.568  -28.568  -28.568
  -28.568  -28.568  -28.558  -28.558  -28.558  -28.558  -28.558  -28.558  -28.556  -28.556
  -28.556  -28.556  -28.556  -28.556  -28.547  -28.547  -28.547  -28.547  -28.547  -28.547
   -7.784   -7.784   -7.784   -7.784   -7.783   -7.783   -7.768   -7.768   -7.768   -7.768
   -7.768   -7.768   -7.754   -7.754   -7.754   -7.754   -7.754   -7.754   -7.728   -7.728
   -7.728   -7.728   -7.727   -7.727   -6.962   -6.962   -6.962   -6.962   -6.961   -6.961
   -6.942   -6.942   -6.942   -6.942   -6.942   -6.942   -6.929   -6.929   -6.929   -6.929
   -6.929   -6.929   -6.897   -6.897   -6.897   -6.897   -6.897   -6.897   -6.833   -6.833
   -6.833   -6.833   -6.832   -6.832   -6.807   -6.807   -6.807   -6.807   -6.807   -6.807
            0.000000  0.021383  0.076254
  -30.047  -30.047  -30.047  -30.047  -30.047  -30.047  -30.036  -30.036  -30.036  -30.036
  -30.036  -30.036  -30.021  -30.021  -30.021  -30.021  -30.021  -30.021  -30.012  -30.012
  -30.012  -30.012  -30.012  -30.012  -28.590  -28.590  -28.590  -28.590  -28.590  -28.590
  -28.579  -28.579  -28.579  -28.579  -28.579  -28.579  -28.568  -28.568  -28.568  -28.568
  -28.568  -28.568  -28.558  -28.558  -28.558  -28.558  -28.558  -28.558  -28.556  -28.556
  -28.556  -28.556  -28.556  -28.556  -28.547  -28.547  -28.547  -28.547  -28.547  -28.547
   -7.784   -7.784   -7.784   -7.784   -7.784   -7.783   -7.768   -7.768   -7.768   -7.768
   -7.768   -7.768   -7.754   -7.754   -7.754   -7.754   -7.754   -7.754   -7.728   -7.728
   -7.728   -7.727   -7.727   -7.727   -6.962   -6.962   -6.962   -6.962   -6.961   -6.961
   -6.943   -6.943   -6.942   -6.942   -6.942   -6.942   -6.929   -6.929   -6.929   -6.929
   -6.929   -6.928   -6.897   -6.897   -6.897   -6.897   -6.897   -6.897   -6.833   -6.833
   -6.833   -6.833   -6.833   -6.833   -6.807   -6.807   -6.807   -6.807   -6.807   -6.807
            0.000000  0.042767  0.076254
  -30.047  -30.047  -30.047  -30.047  -30.047  -30.047  -30.036  -30.036  -30.036  -30.036
  -30.036  -30.036  -30.021  -30.021  -30.021  -30.021  -30.021  -30.021  -30.012  -30.012
  -30.012  -30.012  -30.012  -30.012  -28.590  -28.590  -28.590  -28.590  -28.590  -28.590
  -28.579  -28.579  -28.579  -28.579  -28.579  -28.579  -28.568  -28.568  -28.568  -28.568
  -28.568  -28.568  -28.558  -28.558  -28.558  -28.558  -28.558  -28.558  -28.556  -28.556
  -28.556  -28.556  -28.556  -28.556  -28.547  -28.547  -28.547  -28.547  -28.547  -28.547
   -7.784   -7.784   -7.784   -7.784   -7.784   -7.783   -7.768   -7.768   -7.768   -7.768
   -7.768   -7.768   -7.754   -7.754   -7.754   -7.754   -7.754   -7.754   -7.728   -7.728
   -7.728   -7.728   -7.727   -7.727   -6.963   -6.962   -6.962   -6.962   -6.962   -6.962
   -6.943   -6.943   -6.943   -6.943   -6.943   -6.943   -6.929   -6.929   -6.929   -6.928
   -6.928   -6.928   -6.897   -6.897   -6.897   -6.897   -6.897   -6.897   -6.833   -6.833
   -6.833   -6.833   -6.833   -6.833   -6.807   -6.806   -6.806   -6.806   -6.806   -6.806
            0.000000  0.064150  0.076254
  -30.047  -30.047  -30.047  -30.047  -30.047  -30.047  -30.036  -30.036  -30.036  -30.036
  -30.036  -30.036  -30.021  -30.021  -30.021  -30.021  -30.021  -30.021  -30.012  -30.012
  -30.012  -30.012  -30.012  -30.012  -28.590  -28.590  -28.590  -28.590  -28.590  -28.590
  -28.579  -28.579  -28.579  -28.579  -28.579  -28.579  -28.568  -28.568  -28.568  -28.568
  -28.568  -28.568  -28.558  -28.558  -28.558  -28.558  -28.558  -28.558  -28.556  -28.556
  -28.556  -28.556  -28.556  -28.556  -28.547  -28.547  -28.547  -28.547  -28.547  -28.547
   -7.784   -7.784   -7.784   -7.784   -7.784   -7.784   -7.768   -7.768   -7.768   -7.768
   -7.768   -7.768   -7.755   -7.755   -7.754   -7.754   -7.754   -7.754   -7.728   -7.728
   -7.728   -7.728   -7.728   -7.727   -6.963   -6.963   -6.963   -6.962   -6.962   -6.962
   -6.944   -6.944   -6.944   -6.943   -6.943   -6.943   -6.929   -6.929   -6.929   -6.928
   -6.928   -6.928   -6.897   -6.897   -6.897   -6.897   -6.897   -6.896   -6.834   -6.834
   -6.834   -6.834   -6.834   -6.834   -6.806   -6.806   -6.806   -6.806   -6.806   -6.806
            0.000000  0.085533  0.076254
  -30.047  -30.047  -30.047  -30.047  -30.047  -30.047  -30.036  -30.036  -30.036  -30.036
  -30.036  -30.036  -30.021  -30.021  -30.021  -30.021  -30.021  -30.021  -30.012  -30.012
  -30.012  -30.012  -30.012  -30.012  -28.590  -28.590  -28.590  -28.590  -28.590  -28.590
  -28.579  -28.579  -28.579  -28.579  -28.579  -28.579  -28.568  -28.568  -28.568  -28.568
  -28.568  -28.568  -28.558  -28.558  -28.558  -28.558  -28.558  -28.558  -28.556  -28.556
